Task_ID,Task_Name,Module,Assigned_Team,Estimated_Duration,Actual_Duration,Delay_Risk (%),Workload (%),Needed_Resources,Priority_Level,Resource_Availability,Required_Experience (Years),Planning_Conflict,Adaptability_Score,Scrum_Sprint_Count,Sprint_Velocity,Mapped_Role,AI_Willingness,AI_Usage_Percentage,AI_Familiarity,AI_Familiarity_Score,Agile_Familiarity,Agile_Familiarity_Score,Duration_Accuracy,Velocity_to_Experience_Ratio,AI_Adaptability_Index,Module_Encoded,Assigned_Team_Encoded,Needed_Resources_Encoded,Priority_Level_Encoded,Resource_Availability_Encoded,Planning_Conflict_Encoded,Mapped_Role_Encoded,AI_Familiarity_Encoded,Agile_Familiarity_Encoded
TASK_75,Task 75,Testing,FullStack,0.8666666666666667,0.6000000000000001,0.5,0.2857142857142858,1 React Dev,Critical,Busy,0.6666666666666666,Overlaps with Sprint 5,0.56,0.6666666666666667,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2260061919504644,0.05500000000000001,0.56,4,3,1,0,2,2,0,1,0
TASK_76,Task 76,Dashboard,Backend,0.5333333333333334,0.050000000000000044,0.125,0.2857142857142858,1 React Dev,Critical,Busy,0.9999999999999999,No Conflict,0.13,0.9999999999999998,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.5175438596491226,0.021875000000000006,0.13,1,0,1,0,2,0,0,1,0
TASK_77,Task 77,Dashboard,Backend,0.7333333333333334,0.6000000000000001,1.0,0.0,1 QA Tester,Critical,Available,0.9999999999999999,Overlaps with Sprint 5,0.05,0.33333333333333326,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19504643962848295,0.04062500000000001,0.05,1,0,0,0,0,2,0,1,0
TASK_78,Task 78,Testing,Frontend,0.5333333333333334,0.75,0.5,0.2857142857142858,1 React Dev,Low,Busy,0.33333333333333337,No Conflict,0.47,0.16666666666666674,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11842105263157895,0.234375,0.4699999999999999,4,2,1,2,2,0,0,1,0
TASK_79,Task 79,Dashboard,QA,0.7333333333333334,0.9500000000000002,0.875,1.0,,Low,Available,0.0,Overlaps with Sprint 5,0.61,0.9999999999999998,0.75,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.12280701754385964,0.8906249999999999,0.38495145631067956,1,4,3,2,0,2,1,0,0
TASK_80,Task 80,Dashboard,FullStack,0.7333333333333334,1.0,0.5,0.2857142857142858,,Low,Busy,0.9999999999999999,No Conflict,0.01,0.0,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11578947368421053,0.018750000000000017,0.01,1,3,3,2,2,0,0,1,0
TASK_81,Task 81,Payment,DevOps,0.6000000000000001,0.9000000000000001,0.0,0.5714285714285714,1 React Dev,High,Available,0.6666666666666666,No Conflict,0.76,0.33333333333333326,0.25,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10755148741418766,0.059375,0.7600000000000001,2,1,1,1,0,0,0,1,0
TASK_82,Task 82,Payment,DevOps,0.6000000000000001,0.4,0.125,1.0,2 Backend Devs,Critical,Available in March,0.16666666666666666,No Conflict,0.26,0.16666666666666674,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.23076923076923073,0.3546875,0.26,2,1,2,0,1,0,0,1,0
TASK_83,Task 83,Payment,QA,0.46666666666666673,0.25,0.875,0.0,2 Backend Devs,High,Busy,0.9999999999999999,Overlaps with Holidays,0.42,0.9999999999999998,1.0,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.2631578947368421,0.06250000000000001,0.26504854368932035,2,4,2,1,2,1,1,0,0
TASK_84,Task 84,Authentication,DevOps,0.7333333333333334,0.45000000000000007,0.0,0.2857142857142858,1 React Dev,High,Busy,0.16666666666666666,Overlaps with Holidays,0.15,0.8333333333333333,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.40937499999999993,0.15,0,1,1,1,2,1,0,1,0
TASK_85,Task 85,Sprint Planning,DevOps,0.8666666666666667,0.6000000000000001,0.5,1.0,,Low,Busy,0.6666666666666666,Overlaps with Sprint 5,0.44,0.5,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2260061919504644,0.094375,0.44,3,1,3,2,2,2,0,1,0
TASK_86,Task 86,Testing,Frontend,0.6000000000000001,0.3500000000000001,0.875,0.0,2 Backend Devs,High,Available in March,0.9999999999999999,Overlaps with Sprint 5,0.66,0.9999999999999998,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2543859649122807,0.046875000000000014,0.6600000000000001,4,2,2,1,1,2,0,1,0
TASK_87,Task 87,Testing,Backend,0.3333333333333333,1.0,0.875,0.5714285714285714,,High,Busy,0.16666666666666666,Overlaps with Sprint 5,0.77,0.9999999999999998,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.05263157894736842,0.37656249999999997,0.77,4,0,3,1,2,2,0,1,0
TASK_88,Task 88,Dashboard,FullStack,0.8666666666666667,0.8,0.125,1.0,1 QA Tester,Medium,Available,0.33333333333333337,Overlaps with Sprint 5,0.85,0.8333333333333333,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17293233082706766,0.190625,0.8500000000000001,1,3,0,3,0,2,0,1,0
TASK_89,Task 89,Sprint Planning,Frontend,0.13333333333333336,0.8500000000000001,0.0,1.0,2 Backend Devs,High,Busy,0.9999999999999999,No Conflict,0.29,0.16666666666666674,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.031100478468899517,0.0062500000000000056,0.29,3,2,2,1,2,0,0,1,0
TASK_90,Task 90,Payment,Backend,0.6666666666666667,0.3500000000000001,0.125,0.0,1 QA Tester,Critical,Busy,0.0,Overlaps with Sprint 5,0.41,0.33333333333333326,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2763157894736842,0.715625,0.41,2,0,0,0,2,2,0,1,0
TASK_91,Task 91,Authentication,DevOps,0.7333333333333334,0.65,0.125,0.0,1 React Dev,Critical,Available,0.0,No Conflict,0.67,0.33333333333333326,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18128654970760233,0.715625,0.67,0,1,1,0,0,0,0,1,0
TASK_92,Task 92,Testing,QA,0.46666666666666673,0.8,0.125,0.0,1 React Dev,Low,Available in March,0.9999999999999999,Overlaps with Holidays,0.52,0.16666666666666674,0.7000000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.09774436090225563,0.04375,0.32815533980582523,4,4,1,2,1,1,1,0,0
TASK_93,Task 93,Testing,FullStack,0.13333333333333336,0.9000000000000001,0.0,0.2857142857142858,1 QA Tester,High,Available in March,0.33333333333333337,No Conflict,0.94,0.6666666666666667,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.02745995423340962,0.25625,0.9399999999999998,4,3,0,1,1,0,0,1,0
TASK_94,Task 94,Authentication,FullStack,0.7333333333333334,0.45000000000000007,0.0,0.5714285714285714,1 QA Tester,Medium,Busy,0.6666666666666666,Overlaps with Holidays,0.17,0.6666666666666667,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.09000000000000001,0.17,0,3,0,3,2,1,0,1,0
TASK_95,Task 95,Testing,FullStack,0.39999999999999997,0.5,0.5,0.2857142857142858,1 QA Tester,Low,Busy,0.33333333333333337,Overlaps with Holidays,0.3,0.6666666666666667,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14035087719298245,0.1833333333333333,0.3,4,3,0,2,2,1,0,1,0
TASK_96,Task 96,Dashboard,FullStack,0.3333333333333333,0.9000000000000001,0.875,0.5714285714285714,2 Backend Devs,Low,Available,0.9999999999999999,No Conflict,0.96,0.16666666666666674,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06178489702517162,0.034375,0.96,1,3,2,2,0,0,0,1,0
TASK_97,Task 97,Sprint Planning,QA,0.8666666666666667,0.65,0.125,0.5714285714285714,1 React Dev,High,Available,0.0,No Conflict,0.61,0.5,0.6499999999999999,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.21052631578947367,0.8468749999999999,0.38495145631067956,3,4,1,1,0,0,1,0,0
TASK_98,Task 98,Payment,Backend,0.46666666666666673,0.15000000000000002,0.125,0.2857142857142858,1 React Dev,Low,Busy,0.6666666666666666,No Conflict,0.44,0.8333333333333333,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.34210526315789475,0.09875000000000002,0.44,2,0,1,2,2,0,0,1,0
TASK_99,Task 99,Dashboard,FullStack,0.7333333333333334,0.2,0.875,1.0,2 Backend Devs,Low,Available,0.0,Overlaps with Sprint 5,0.85,0.8333333333333333,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.4152046783625731,0.8687499999999999,0.8500000000000001,1,3,2,2,0,2,0,1,0
TASK_100,Task 100,Dashboard,Backend,0.26666666666666666,0.4,0.5,0.5714285714285714,,Medium,Busy,0.9999999999999999,Overlaps with Sprint 5,0.83,0.5,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12955465587044535,0.028124999999999997,0.83,1,0,3,3,2,2,0,1,0
TASK_101,Task 101,Authentication,QA,0.26666666666666666,0.7000000000000001,0.875,0.0,2 Backend Devs,High,Busy,0.33333333333333337,No Conflict,0.75,0.16666666666666674,0.5,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.07202216066481994,0.19791666666666669,0.47330097087378636,0,4,2,1,2,0,1,0,0
TASK_102,Task 102,Testing,Frontend,0.6666666666666667,0.4,0.5,0.5714285714285714,1 React Dev,High,Available,0.33333333333333337,No Conflict,0.5,0.9999999999999998,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.25101214574898784,0.25625,0.5,4,2,1,1,0,0,0,1,0
TASK_103,Task 103,Authentication,DevOps,0.9333333333333333,0.9500000000000002,0.5,0.5714285714285714,,High,Busy,0.16666666666666666,Overlaps with Sprint 5,0.98,0.5,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1557017543859649,0.37656249999999997,0.98,0,1,3,1,2,2,0,1,0
TASK_104,Task 104,Sprint Planning,FullStack,1.0,0.6000000000000001,0.5,1.0,1 React Dev,Low,Busy,0.0,Overlaps with Sprint 5,0.83,0.9999999999999998,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2569659442724458,0.60625,0.83,3,3,1,2,2,2,0,1,0
TASK_105,Task 105,Sprint Planning,QA,0.5333333333333334,0.5,0.5,0.0,,High,Busy,0.16666666666666666,Overlaps with Sprint 5,0.28,0.5,0.9500000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.17543859649122806,0.44218749999999996,0.1766990291262136,3,4,3,1,2,2,1,0,0
TASK_106,Task 106,Authentication,Frontend,0.26666666666666666,0.9000000000000001,1.0,0.0,2 Backend Devs,High,Busy,0.9999999999999999,No Conflict,0.48,0.6666666666666667,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.050343249427917625,0.0031250000000000167,0.48,0,2,2,1,2,0,0,1,0
TASK_107,Task 107,Dashboard,QA,0.6000000000000001,0.6000000000000001,0.125,1.0,1 React Dev,Critical,Available in March,0.0,Overlaps with Holidays,0.07,0.5,0.5500000000000003,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.16408668730650153,0.803125,0.0441747572815534,1,4,1,0,1,1,1,0,0
TASK_108,Task 108,Authentication,Backend,0.06666666666666671,0.55,0.0,0.0,2 Backend Devs,Critical,Busy,0.0,Overlaps with Holidays,0.27,0.9999999999999998,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.04605263157894737,0.934375,0.27,0,0,2,0,2,1,0,1,0
TASK_109,Task 109,Payment,QA,1.0,0.0,0.875,0.2857142857142858,1 React Dev,High,Available,0.0,Overlaps with Sprint 5,0.6,0.33333333333333326,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,1.0,0.825,0.37864077669902907,2,4,1,1,0,2,1,0,0
TASK_110,Task 110,Testing,Frontend,0.8666666666666667,0.10000000000000003,0.125,0.2857142857142858,1 QA Tester,High,Available,0.6666666666666666,Overlaps with Holidays,0.35,0.16666666666666674,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6240601503759398,0.04187500000000001,0.35,4,2,0,1,0,1,0,1,0
TASK_111,Task 111,Payment,Backend,0.39999999999999997,0.30000000000000004,0.125,1.0,1 React Dev,Low,Available in March,0.6666666666666666,No Conflict,0.05,0.5,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.09875000000000002,0.05,2,0,1,2,1,0,0,1,0
TASK_112,Task 112,Testing,Backend,0.06666666666666671,0.0,0.125,0.2857142857142858,2 Backend Devs,Medium,Busy,0.0,Overlaps with Holidays,0.33,0.0,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2631578947368421,0.78125,0.33000000000000007,4,0,2,3,2,1,0,1,0
TASK_113,Task 113,Dashboard,FullStack,0.7333333333333334,0.30000000000000004,1.0,0.0,1 React Dev,High,Available,0.33333333333333337,Overlaps with Holidays,0.14,0.5,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.33014354066985646,0.13958333333333334,0.14,1,3,1,1,0,1,0,1,0
TASK_114,Task 114,Authentication,QA,0.13333333333333336,0.5,0.0,0.0,1 React Dev,Medium,Busy,0.9999999999999999,Overlaps with Sprint 5,0.76,0.9999999999999998,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.07017543859649122,0.015625000000000014,0.47961165048543686,0,4,1,3,2,2,1,0,0
TASK_115,Task 115,Payment,QA,0.6666666666666667,0.75,0.875,0.5714285714285714,2 Backend Devs,High,Available,0.33333333333333337,Overlaps with Sprint 5,0.14,0.16666666666666674,0.15000000000000013,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.14473684210526316,0.14687499999999998,0.0883495145631068,2,4,2,1,0,2,1,0,0
TASK_116,Task 116,Payment,Backend,0.7333333333333334,0.75,0.125,0.2857142857142858,,Medium,Busy,0.6666666666666666,Overlaps with Sprint 5,0.04,0.8333333333333333,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15789473684210525,0.094375,0.04,2,0,3,3,2,2,0,1,0
TASK_117,Task 117,Testing,Backend,0.26666666666666666,0.15000000000000002,0.875,0.0,1 QA Tester,Critical,Busy,0.6666666666666666,Overlaps with Holidays,0.38,0.9999999999999998,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24342105263157893,0.11187500000000002,0.38000000000000006,4,0,0,0,2,1,0,1,0
TASK_118,Task 118,Sprint Planning,QA,0.6666666666666667,0.0,0.875,0.5714285714285714,1 QA Tester,Medium,Available in March,0.0,Overlaps with Holidays,0.76,0.9999999999999998,0.10000000000000009,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.736842105263158,0.60625,0.47961165048543686,3,4,0,3,1,1,1,0,0
TASK_119,Task 119,Sprint Planning,QA,0.0,1.0,0.125,0.2857142857142858,1 QA Tester,High,Available in March,0.33333333333333337,Overlaps with Holidays,0.12,0.0,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.0,0.16145833333333331,0.07572815533980581,3,4,0,1,1,1,1,0,0
TASK_120,Task 120,Dashboard,FullStack,0.26666666666666666,0.25,0.5,0.5714285714285714,1 React Dev,Medium,Available in March,0.0,No Conflict,0.33,0.6666666666666667,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18421052631578946,0.584375,0.33000000000000007,1,3,1,3,1,0,0,1,0
TASK_121,Task 121,Sprint Planning,DevOps,0.26666666666666666,0.4,0.875,0.0,1 QA Tester,Low,Available,0.33333333333333337,Overlaps with Sprint 5,0.06,0.16666666666666674,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12955465587044535,0.16874999999999996,0.06,3,1,0,2,0,2,0,1,0
TASK_122,Task 122,Sprint Planning,Backend,0.06666666666666671,0.15000000000000002,0.5,0.5714285714285714,1 QA Tester,Low,Available in March,0.9999999999999999,No Conflict,0.36,0.8333333333333333,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14473684210526316,0.028124999999999997,0.36,3,0,0,2,1,0,0,1,0
TASK_123,Task 123,Authentication,QA,0.8666666666666667,0.8500000000000001,0.125,1.0,1 React Dev,Critical,Available in March,0.6666666666666666,Overlaps with Sprint 5,0.57,0.16666666666666674,0.15000000000000013,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.1626794258373206,0.05062499999999999,0.3597087378640776,0,4,1,0,1,2,1,0,0
TASK_124,Task 124,Authentication,Frontend,0.26666666666666666,0.050000000000000044,1.0,0.0,1 React Dev,Medium,Available,0.16666666666666666,Overlaps with Holidays,0.96,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.34210526315789475,0.453125,0.96,0,2,1,3,0,1,0,1,0
TASK_125,Task 125,Payment,Backend,0.9333333333333333,0.75,0.125,0.5714285714285714,1 QA Tester,High,Available,0.9999999999999999,Overlaps with Holidays,0.13,0.8333333333333333,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.19736842105263155,0.028124999999999997,0.13,2,0,0,1,0,1,0,1,0
TASK_126,Task 126,Testing,Backend,0.8666666666666667,0.65,1.0,0.2857142857142858,2 Backend Devs,High,Available,0.6666666666666666,Overlaps with Holidays,0.64,0.8333333333333333,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.07687500000000001,0.64,4,0,2,1,0,1,0,1,0
TASK_127,Task 127,Authentication,Backend,0.26666666666666666,0.0,0.5,0.2857142857142858,2 Backend Devs,Medium,Available,0.0,Overlaps with Sprint 5,0.13,0.5,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.42105263157894735,0.5625,0.13,0,0,2,3,0,2,0,1,0
TASK_128,Task 128,Sprint Planning,Frontend,0.7333333333333334,0.0,1.0,0.5714285714285714,1 QA Tester,Low,Available in March,0.16666666666666666,Overlaps with Holidays,0.54,0.9999999999999998,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.7894736842105263,0.32187499999999997,0.54,3,2,0,2,1,1,0,1,0
TASK_129,Task 129,Authentication,Backend,0.39999999999999997,0.75,0.5,0.2857142857142858,,High,Available,0.33333333333333337,Overlaps with Holidays,0.47,0.8333333333333333,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09210526315789475,0.24895833333333328,0.4699999999999999,0,0,3,1,0,1,0,1,0
TASK_130,Task 130,Dashboard,FullStack,0.7333333333333334,0.75,0.125,0.2857142857142858,1 QA Tester,Low,Busy,0.0,Overlaps with Sprint 5,0.04,0.6666666666666667,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.15789473684210525,0.69375,0.04,1,3,0,2,2,2,0,1,0
TASK_131,Task 131,Testing,Backend,0.7333333333333334,0.050000000000000044,0.5,1.0,2 Backend Devs,Low,Available,0.16666666666666666,No Conflict,0.32,0.0,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6491228070175439,0.3109375,0.32,4,0,2,2,0,0,0,1,0
TASK_132,Task 132,Sprint Planning,DevOps,0.6000000000000001,0.9000000000000001,1.0,0.5714285714285714,2 Backend Devs,Critical,Available,0.16666666666666666,No Conflict,0.17,0.5,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10755148741418766,0.27812499999999996,0.17,3,1,2,0,0,0,0,1,0
TASK_133,Task 133,Authentication,DevOps,0.46666666666666673,0.2,0.5,1.0,1 React Dev,Low,Busy,0.6666666666666666,No Conflict,0.91,0.0,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2982456140350877,0.10312500000000001,0.91,0,1,1,2,2,0,0,1,0
TASK_134,Task 134,Testing,Backend,0.39999999999999997,0.3500000000000001,0.5,0.2857142857142858,1 QA Tester,Low,Available in March,0.16666666666666666,Overlaps with Holidays,0.69,0.8333333333333333,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18859649122807015,0.34375,0.69,4,0,0,2,1,1,0,1,0
TASK_135,Task 135,Payment,QA,0.39999999999999997,0.10000000000000003,0.5,0.0,1 QA Tester,Low,Busy,0.6666666666666666,Overlaps with Sprint 5,0.45,0.16666666666666674,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.3609022556390977,0.09000000000000001,0.28398058252427183,2,4,0,2,2,2,1,0,0
TASK_136,Task 136,Payment,DevOps,0.13333333333333336,0.75,0.875,0.2857142857142858,,High,Available in March,0.33333333333333337,Overlaps with Sprint 5,0.7,0.16666666666666674,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.039473684210526314,0.17604166666666665,0.7,2,1,3,1,1,2,0,1,0
TASK_137,Task 137,Sprint Planning,FullStack,0.7333333333333334,0.9000000000000001,0.875,0.5714285714285714,1 QA Tester,Critical,Available in March,0.16666666666666666,No Conflict,0.15,0.9999999999999998,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.13043478260869565,0.33281249999999996,0.15,3,3,0,0,1,0,0,1,0
TASK_138,Task 138,Authentication,Backend,0.6666666666666667,0.6000000000000001,0.0,0.5714285714285714,2 Backend Devs,Low,Available,0.16666666666666666,Overlaps with Holidays,0.34,0.5,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17956656346749225,0.40937499999999993,0.34,0,0,2,2,0,1,0,1,0
TASK_139,Task 139,Authentication,Backend,0.13333333333333336,0.15000000000000002,0.125,1.0,1 React Dev,Critical,Available,0.0,Overlaps with Holidays,0.17,0.5,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17763157894736842,0.9124999999999999,0.17,0,0,1,0,0,1,0,1,0
TASK_140,Task 140,Dashboard,FullStack,0.3333333333333333,0.7000000000000001,0.125,1.0,1 QA Tester,Low,Busy,0.33333333333333337,No Conflict,0.05,0.33333333333333326,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.0858725761772853,0.2708333333333333,0.05,1,3,0,2,2,0,0,1,0
TASK_141,Task 141,Sprint Planning,FullStack,0.5333333333333334,0.3500000000000001,0.0,0.2857142857142858,1 React Dev,Medium,Available in March,0.9999999999999999,No Conflict,0.83,0.6666666666666667,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.23245614035087714,0.012499999999999997,0.83,3,3,1,3,1,0,0,1,0
TASK_142,Task 142,Sprint Planning,Frontend,0.8,0.25,0.125,0.2857142857142858,1 QA Tester,Critical,Available in March,0.9999999999999999,No Conflict,0.83,0.6666666666666667,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.3947368421052631,0.03749999999999999,0.83,3,2,0,0,1,0,0,1,0
TASK_143,Task 143,Authentication,Backend,0.3333333333333333,0.75,0.125,1.0,,Critical,Available,0.0,Overlaps with Holidays,0.44,0.0,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.07894736842105263,0.8687499999999999,0.44,0,0,3,0,0,1,0,1,0
TASK_144,Task 144,Testing,QA,0.2,0.0,0.5,1.0,,Critical,Busy,0.33333333333333337,Overlaps with Holidays,0.72,0.6666666666666667,0.6499999999999999,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.3684210526315789,0.21979166666666666,0.4543689320388349,4,4,3,0,2,1,1,0,0
TASK_145,Task 145,Payment,DevOps,0.26666666666666666,0.9500000000000002,0.5,0.0,1 QA Tester,Low,Available,0.9999999999999999,Overlaps with Sprint 5,0.95,0.9999999999999998,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.04605263157894737,0.034375,0.9500000000000001,2,1,0,2,0,2,0,1,0
TASK_146,Task 146,Payment,FullStack,0.8666666666666667,0.4,0.5,1.0,1 QA Tester,Low,Busy,0.33333333333333337,No Conflict,0.74,0.6666666666666667,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.3117408906882591,0.20520833333333333,0.7399999999999999,2,3,0,2,2,0,0,1,0
TASK_147,Task 147,Dashboard,FullStack,1.0,0.75,0.875,0.2857142857142858,,Low,Busy,0.9999999999999999,No Conflict,0.65,0.9999999999999998,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.046875000000000014,0.6499999999999999,1,3,3,2,2,0,0,1,0
TASK_148,Task 148,Testing,QA,0.39999999999999997,0.8,0.875,0.5714285714285714,1 React Dev,High,Available,0.6666666666666666,Overlaps with Sprint 5,0.59,0.0,0.6499999999999999,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.08521303258145363,0.094375,0.3723300970873786,4,4,1,1,0,2,1,0,0
TASK_149,Task 149,Sprint Planning,Backend,0.5333333333333334,0.9500000000000002,1.0,0.0,1 QA Tester,High,Available in March,0.0,Overlaps with Holidays,0.35,0.0,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.08991228070175436,1.0,0.35,3,0,0,1,1,1,0,1,0
TASK_150,Task 150,Testing,DevOps,0.06666666666666671,0.7000000000000001,0.0,1.0,1 QA Tester,High,Available in March,0.6666666666666666,Overlaps with Holidays,0.43,0.33333333333333326,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.030470914127423823,0.11625,0.43,4,1,0,1,1,1,0,1,0
TASK_151,Task 151,Authentication,QA,0.26666666666666666,0.5,0.0,1.0,1 React Dev,High,Busy,0.16666666666666666,No Conflict,0.5,0.5,0.6499999999999999,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.10526315789473684,0.37656249999999997,0.31553398058252424,0,4,1,1,2,0,1,0,0
